User_ID,State,Age_Group,Gender,AI_Tool,Usage_Frequency,Purpose
2801,Haryana,25-34,Female,ChatGPT,Weekly,Work
2802,Chhattisgarh,25-34,Other,Other,Weekly,Other
2803,Telangana,18-24,Other,Claude,Weekly,Education
2804,Tamil Nadu,18-24,Male,Claude,Rarely,Education
2805,Karnataka,45-54,Female,Other,Daily,Creative Projects
2806,Delhi,55+,Other,Midjourney,Never,Work
2807,Andhra Pradesh,25-34,Male,ChatGPT,Weekly,Entertainment
2808,Uttar Pradesh,45-54,Male,Other,Weekly,Entertainment
2809,Kerala,25-34,Other,Other,Never,Other
2810,Chhattisgarh,55+,Female,Copilot,Never,Entertainment
2811,Bihar,25-34,Male,Other,Monthly,Entertainment
2812,Karnataka,35-44,Other,Copilot,Daily,Education
2813,Jharkhand,45-54,Male,Claude,Monthly,Education
2814,Bihar,18-24,Female,DALL·E,Weekly,Education
2815,Punjab,25-34,Other,Other,Weekly,Entertainment
2816,Kerala,45-54,Female,Bard,Daily,Other
2817,Jammu and Kashmir,45-54,Female,ChatGPT,Weekly,Work
2818,Chhattisgarh,25-34,Male,Runway,Monthly,Creative Projects
2819,Kerala,18-24,Female,Bard,Daily,Other
2820,Tamil Nadu,18-24,Male,ChatGPT,Never,Education
2821,Chhattisgarh,25-34,Other,ChatGPT,Daily,Other
2822,Jharkhand,45-54,Other,Midjourney,Daily,Work
2823,Chhattisgarh,18-24,Male,Other,Monthly,Education
2824,Karnataka,25-34,Male,Claude,Rarely,Work
2825,Odisha,25-34,Male,Midjourney,Never,Creative Projects
2826,Jammu and Kashmir,25-34,Female,Other,Rarely,Other
2827,Uttar Pradesh,45-54,Other,DALL·E,Daily,Creative Projects
2828,Rajasthan,18-24,Other,Runway,Never,Entertainment
2829,Chhattisgarh,45-54,Female,Bard,Never,Other
2830,Andhra Pradesh,35-44,Male,Bard,Daily,Entertainment
2831,Odisha,18-24,Other,Copilot,Monthly,Work
2832,Gujarat,45-54,Female,DALL·E,Monthly,Entertainment
2833,Gujarat,18-24,Male,Runway,Weekly,Work
2834,Madhya Pradesh,35-44,Other,DALL·E,Never,Creative Projects
2835,Chhattisgarh,55+,Male,Other,Daily,Education
2836,Gujarat,25-34,Female,Midjourney,Monthly,Creative Projects
2837,Chhattisgarh,45-54,Other,Other,Daily,Entertainment
2838,Delhi,35-44,Male,Midjourney,Weekly,Work
2839,Rajasthan,35-44,Male,DALL·E,Rarely,Entertainment
2840,Gujarat,18-24,Male,Midjourney,Daily,Education
2841,Rajasthan,18-24,Female,Copilot,Weekly,Other
2842,Kerala,25-34,Male,Other,Never,Other
2843,Odisha,18-24,Other,Runway,Rarely,Other
2844,Jharkhand,45-54,Other,Runway,Monthly,Entertainment
2845,Delhi,45-54,Male,Midjourney,Daily,Other
2846,Odisha,45-54,Female,Midjourney,Weekly,Work
2847,Kerala,55+,Other,Runway,Rarely,Education
2848,Jharkhand,45-54,Other,DALL·E,Rarely,Creative Projects
2849,Kerala,18-24,Other,Runway,Daily,Work
2850,Uttar Pradesh,18-24,Male,DALL·E,Monthly,Education
2851,Karnataka,45-54,Other,Midjourney,Daily,Creative Projects
2852,Telangana,35-44,Male,Midjourney,Daily,Other
2853,Delhi,35-44,Male,Other,Weekly,Creative Projects
2854,Telangana,35-44,Male,Other,Daily,Entertainment
2855,Karnataka,25-34,Male,DALL·E,Daily,Entertainment
2856,Karnataka,55+,Male,Bard,Monthly,Other
2857,Kerala,45-54,Other,Claude,Weekly,Other
2858,Telangana,25-34,Male,Bard,Rarely,Work
2859,Punjab,35-44,Male,Midjourney,Monthly,Work
2860,Uttar Pradesh,45-54,Male,ChatGPT,Monthly,Entertainment
2861,Kerala,25-34,Male,ChatGPT,Weekly,Education
2862,Rajasthan,18-24,Male,Copilot,Daily,Work
2863,Madhya Pradesh,35-44,Male,Bard,Monthly,Education
2864,Karnataka,25-34,Other,DALL·E,Daily,Entertainment
2865,Jharkhand,18-24,Male,Other,Rarely,Work
2866,Kerala,35-44,Male,Copilot,Weekly,Education
2867,Assam,55+,Other,Copilot,Daily,Education
2868,Chhattisgarh,35-44,Other,ChatGPT,Monthly,Work
2869,Assam,55+,Female,Bard,Never,Other
2870,Jammu and Kashmir,55+,Other,Claude,Daily,Creative Projects
2871,Haryana,55+,Other,Runway,Daily,Other
2872,Haryana,45-54,Male,DALL·E,Rarely,Creative Projects
2873,Maharashtra,45-54,Female,Bard,Daily,Education
2874,West Bengal,55+,Male,Other,Daily,Work
2875,Uttar Pradesh,18-24,Female,Copilot,Weekly,Entertainment
2876,West Bengal,55+,Male,Midjourney,Weekly,Work
2877,Haryana,25-34,Other,Copilot,Monthly,Other
2878,Madhya Pradesh,55+,Other,Bard,Weekly,Creative Projects
2879,Delhi,45-54,Female,ChatGPT,Never,Work
2880,Assam,45-54,Male,Runway,Rarely,Creative Projects
2881,Karnataka,25-34,Male,Bard,Never,Other
2882,Jammu and Kashmir,25-34,Other,Claude,Weekly,Other
2883,Chhattisgarh,35-44,Other,DALL·E,Daily,Work
2884,Uttar Pradesh,18-24,Female,DALL·E,Never,Entertainment
2885,Telangana,18-24,Other,Midjourney,Daily,Entertainment
2886,Delhi,18-24,Female,Midjourney,Rarely,Creative Projects
2887,Assam,45-54,Female,Copilot,Daily,Work
2888,Gujarat,18-24,Female,Bard,Rarely,Education
2889,Rajasthan,35-44,Female,DALL·E,Never,Other
2890,Maharashtra,35-44,Other,ChatGPT,Weekly,Creative Projects
2891,Gujarat,18-24,Female,Claude,Daily,Other
2892,Andhra Pradesh,25-34,Other,Copilot,Daily,Creative Projects
2893,Maharashtra,35-44,Female,Bard,Weekly,Work
2894,Delhi,25-34,Other,ChatGPT,Daily,Creative Projects
2895,Odisha,45-54,Female,Bard,Monthly,Creative Projects
2896,Kerala,35-44,Other,ChatGPT,Weekly,Education
2897,Andhra Pradesh,25-34,Male,Other,Weekly,Creative Projects
2898,Jharkhand,18-24,Female,Runway,Weekly,Entertainment
2899,Haryana,45-54,Female,Bard,Weekly,Creative Projects
2900,Delhi,55+,Male,Bard,Daily,Creative Projects
2901,Gujarat,55+,Male,Other,Monthly,Work
2902,Rajasthan,18-24,Female,Runway,Rarely,Creative Projects
2903,Bihar,45-54,Other,DALL·E,Daily,Education
2904,Jammu and Kashmir,45-54,Female,Copilot,Daily,Work
2905,Tamil Nadu,45-54,Other,Bard,Rarely,Other
2906,Maharashtra,45-54,Male,Bard,Daily,Entertainment
2907,Tamil Nadu,55+,Other,Copilot,Daily,Entertainment
2908,Bihar,25-34,Female,Copilot,Monthly,Other
2909,Punjab,45-54,Male,Midjourney,Daily,Creative Projects
2910,Karnataka,25-34,Male,Midjourney,Daily,Education
2911,Maharashtra,45-54,Female,DALL·E,Never,Education
2912,Chhattisgarh,35-44,Female,Copilot,Daily,Education
2913,Gujarat,35-44,Male,Runway,Never,Education
2914,Telangana,35-44,Other,Claude,Daily,Creative Projects
2915,Bihar,45-54,Other,DALL·E,Rarely,Other
2916,Odisha,25-34,Other,ChatGPT,Weekly,Other
2917,Uttar Pradesh,55+,Female,Other,Daily,Entertainment
2918,Kerala,18-24,Male,Copilot,Monthly,Other
2919,Assam,55+,Other,Midjourney,Rarely,Education
2920,Madhya Pradesh,45-54,Male,Other,Daily,Creative Projects
2921,Chhattisgarh,35-44,Other,Bard,Monthly,Work
2922,Tamil Nadu,35-44,Male,Copilot,Weekly,Work
2923,Odisha,25-34,Female,Copilot,Rarely,Education
2924,Haryana,45-54,Female,Midjourney,Monthly,Entertainment
2925,West Bengal,55+,Female,Midjourney,Daily,Work
2926,Bihar,45-54,Other,Claude,Daily,Education
2927,Kerala,45-54,Female,DALL·E,Weekly,Creative Projects
2928,Gujarat,35-44,Female,Midjourney,Never,Work
2929,Tamil Nadu,55+,Female,Midjourney,Weekly,Education
2930,Telangana,18-24,Male,Midjourney,Monthly,Work
2931,Maharashtra,35-44,Male,Other,Daily,Creative Projects
2932,Bihar,55+,Male,DALL·E,Monthly,Other
2933,Bihar,25-34,Male,Bard,Monthly,Other
2934,Telangana,35-44,Male,Copilot,Monthly,Creative Projects
2935,Assam,25-34,Male,Copilot,Never,Creative Projects
2936,Gujarat,35-44,Male,Midjourney,Daily,Other
2937,Karnataka,45-54,Female,Runway,Daily,Creative Projects
2938,Odisha,55+,Female,Runway,Never,Creative Projects
2939,Punjab,25-34,Other,DALL·E,Daily,Creative Projects
2940,West Bengal,35-44,Female,Claude,Monthly,Other
2941,Uttar Pradesh,25-34,Male,Midjourney,Monthly,Other
2942,Rajasthan,35-44,Male,Other,Monthly,Work
2943,Maharashtra,35-44,Other,DALL·E,Daily,Other
2944,Madhya Pradesh,18-24,Female,DALL·E,Daily,Work
2945,Rajasthan,18-24,Female,Other,Monthly,Other
2946,West Bengal,18-24,Other,Claude,Daily,Entertainment
2947,Madhya Pradesh,25-34,Male,DALL·E,Monthly,Work
2948,Uttar Pradesh,45-54,Male,Other,Weekly,Creative Projects
2949,Uttar Pradesh,35-44,Male,Copilot,Weekly,Entertainment
2950,Assam,55+,Male,Claude,Weekly,Other
2951,Jammu and Kashmir,18-24,Other,Claude,Never,Other
2952,Delhi,25-34,Female,ChatGPT,Weekly,Entertainment
2953,Andhra Pradesh,25-34,Male,Claude,Monthly,Education
2954,Haryana,25-34,Female,Claude,Never,Creative Projects
2955,Bihar,55+,Female,Other,Monthly,Work
2956,Odisha,55+,Male,Bard,Never,Entertainment
2957,Assam,18-24,Male,Copilot,Daily,Work
2958,Odisha,55+,Male,Midjourney,Rarely,Other
2959,Chhattisgarh,18-24,Female,Other,Weekly,Education
2960,Chhattisgarh,55+,Other,ChatGPT,Rarely,Education
2961,Tamil Nadu,55+,Male,Claude,Rarely,Work
2962,Madhya Pradesh,55+,Female,Bard,Daily,Other
2963,Karnataka,18-24,Female,Bard,Weekly,Education
2964,Maharashtra,35-44,Male,Other,Monthly,Creative Projects
2965,Punjab,18-24,Other,DALL·E,Daily,Other
2966,Jammu and Kashmir,35-44,Male,Midjourney,Rarely,Entertainment
2967,Telangana,25-34,Male,Midjourney,Daily,Entertainment
2968,Tamil Nadu,25-34,Other,Runway,Never,Entertainment
2969,Uttar Pradesh,18-24,Male,Copilot,Daily,Creative Projects
2970,West Bengal,35-44,Male,Runway,Monthly,Other
2971,Chhattisgarh,35-44,Other,DALL·E,Daily,Work
2972,Kerala,35-44,Female,Claude,Daily,Work
2973,Haryana,25-34,Female,Bard,Weekly,Other
2974,Madhya Pradesh,18-24,Female,ChatGPT,Weekly,Creative Projects
2975,Bihar,45-54,Female,Copilot,Daily,Other
2976,Odisha,35-44,Female,Other,Rarely,Work
2977,Kerala,35-44,Male,Claude,Daily,Other
2978,West Bengal,45-54,Other,DALL·E,Rarely,Entertainment
2979,Jharkhand,18-24,Female,Midjourney,Weekly,Other
2980,Odisha,35-44,Other,DALL·E,Weekly,Education
2981,Andhra Pradesh,18-24,Female,Claude,Daily,Other
2982,Delhi,35-44,Male,DALL·E,Monthly,Work
2983,Haryana,55+,Female,Midjourney,Weekly,Work
2984,Tamil Nadu,35-44,Female,Claude,Daily,Work
2985,Assam,55+,Other,ChatGPT,Daily,Entertainment
2986,Andhra Pradesh,18-24,Other,Runway,Daily,Work
2987,Madhya Pradesh,35-44,Male,Copilot,Daily,Education
2988,Madhya Pradesh,25-34,Other,DALL·E,Daily,Other
2989,Andhra Pradesh,25-34,Other,Midjourney,Daily,Creative Projects
2990,Madhya Pradesh,45-54,Other,ChatGPT,Monthly,Work
2991,Bihar,25-34,Male,Bard,Weekly,Other
2992,Tamil Nadu,55+,Male,ChatGPT,Weekly,Entertainment
2993,West Bengal,25-34,Male,ChatGPT,Daily,Other
2994,Haryana,25-34,Other,ChatGPT,Monthly,Work
2995,Gujarat,25-34,Other,Other,Weekly,Work
2996,Chhattisgarh,35-44,Male,Midjourney,Monthly,Work
2997,Kerala,45-54,Other,Other,Monthly,Education
2998,Assam,18-24,Other,Bard,Monthly,Other
2999,Jammu and Kashmir,45-54,Female,Copilot,Daily,Creative Projects
3000,Chhattisgarh,55+,Male,ChatGPT,Weekly,Education
3001,Kerala,35-44,Male,Midjourney,Daily,Creative Projects
3002,Punjab,35-44,Other,Midjourney,Never,Work
3003,West Bengal,25-34,Other,Copilot,Rarely,Creative Projects
3004,Madhya Pradesh,25-34,Female,Runway,Weekly,Creative Projects
3005,Madhya Pradesh,55+,Male,Claude,Never,Education
3006,Gujarat,35-44,Male,Bard,Weekly,Education
3007,Chhattisgarh,18-24,Other,Bard,Weekly,Other
3008,Kerala,45-54,Male,DALL·E,Daily,Creative Projects
3009,Maharashtra,35-44,Other,ChatGPT,Weekly,Education
3010,Kerala,18-24,Female,Claude,Rarely,Other
3011,Delhi,18-24,Other,Runway,Rarely,Creative Projects
3012,Bihar,45-54,Female,Bard,Monthly,Creative Projects
3013,Andhra Pradesh,18-24,Other,Runway,Weekly,Work
3014,Maharashtra,55+,Female,DALL·E,Monthly,Education
3015,Kerala,18-24,Female,ChatGPT,Rarely,Entertainment
3016,Delhi,55+,Male,Claude,Weekly,Education
3017,Chhattisgarh,18-24,Other,Midjourney,Weekly,Work
3018,Jharkhand,25-34,Male,ChatGPT,Monthly,Other
3019,Telangana,18-24,Male,Claude,Rarely,Education
3020,Telangana,55+,Other,Copilot,Rarely,Creative Projects
3021,Odisha,18-24,Male,Bard,Daily,Entertainment
3022,Rajasthan,18-24,Male,Runway,Daily,Other
3023,West Bengal,18-24,Male,ChatGPT,Rarely,Education
3024,Delhi,55+,Other,DALL·E,Rarely,Other
3025,Uttar Pradesh,18-24,Male,Midjourney,Weekly,Creative Projects
3026,Bihar,45-54,Male,DALL·E,Monthly,Entertainment
3027,Kerala,45-54,Male,Runway,Never,Creative Projects
3028,Assam,55+,Other,ChatGPT,Never,Entertainment
3029,Maharashtra,25-34,Female,Bard,Rarely,Other
3030,Odisha,45-54,Female,Bard,Daily,Education
3031,West Bengal,35-44,Female,Claude,Monthly,Entertainment
3032,Delhi,45-54,Female,DALL·E,Daily,Creative Projects
3033,Chhattisgarh,35-44,Male,DALL·E,Rarely,Entertainment
3034,Bihar,55+,Other,Midjourney,Daily,Other
3035,Haryana,25-34,Male,Runway,Monthly,Other
3036,Karnataka,35-44,Other,Claude,Monthly,Other
3037,Delhi,35-44,Male,Midjourney,Rarely,Education
3038,Madhya Pradesh,45-54,Female,Other,Monthly,Other
3039,Rajasthan,35-44,Female,ChatGPT,Daily,Education
3040,Karnataka,55+,Other,ChatGPT,Monthly,Work
3041,Madhya Pradesh,55+,Male,Other,Weekly,Entertainment
3042,Chhattisgarh,55+,Female,DALL·E,Weekly,Creative Projects
3043,Madhya Pradesh,45-54,Other,Runway,Never,Education
3044,West Bengal,25-34,Male,Claude,Monthly,Education
3045,Delhi,45-54,Other,Other,Monthly,Creative Projects
3046,Maharashtra,55+,Male,Runway,Weekly,Entertainment
3047,Odisha,45-54,Male,Copilot,Rarely,Other
3048,Kerala,55+,Male,Bard,Rarely,Entertainment
3049,Assam,18-24,Other,Other,Monthly,Education
3050,Telangana,18-24,Other,Runway,Never,Other
3051,Odisha,35-44,Male,Claude,Weekly,Work
3052,Rajasthan,25-34,Female,Other,Monthly,Creative Projects
3053,Madhya Pradesh,18-24,Male,Runway,Rarely,Entertainment
3054,Chhattisgarh,55+,Other,Other,Weekly,Other
3055,Jammu and Kashmir,45-54,Male,Claude,Weekly,Creative Projects
3056,Gujarat,45-54,Other,ChatGPT,Never,Entertainment
3057,Jharkhand,35-44,Male,Bard,Daily,Education
3058,Telangana,45-54,Male,Runway,Weekly,Education
3059,Tamil Nadu,18-24,Female,Runway,Weekly,Education
3060,Chhattisgarh,45-54,Female,Runway,Daily,Work
3061,Delhi,18-24,Other,Other,Rarely,Education
3062,Delhi,18-24,Male,Claude,Daily,Education
3063,Punjab,25-34,Other,Other,Daily,Education
3064,Telangana,35-44,Male,Runway,Rarely,Other
3065,Telangana,55+,Male,ChatGPT,Daily,Creative Projects
3066,Jammu and Kashmir,18-24,Male,ChatGPT,Monthly,Work
3067,Tamil Nadu,35-44,Female,DALL·E,Rarely,Entertainment
3068,West Bengal,55+,Other,Other,Rarely,Work
3069,Tamil Nadu,45-54,Male,DALL·E,Rarely,Creative Projects
3070,Odisha,35-44,Male,Claude,Daily,Education
3071,Uttar Pradesh,35-44,Other,Claude,Daily,Education
3072,Assam,35-44,Other,ChatGPT,Weekly,Entertainment
3073,Odisha,45-54,Male,DALL·E,Daily,Work
3074,Delhi,45-54,Female,Runway,Weekly,Work
3075,Haryana,35-44,Female,Runway,Weekly,Entertainment
3076,Chhattisgarh,25-34,Male,Other,Monthly,Work
3077,Delhi,18-24,Female,Claude,Daily,Work
3078,Jharkhand,45-54,Other,Bard,Weekly,Work
3079,Haryana,25-34,Female,ChatGPT,Weekly,Entertainment
3080,Delhi,45-54,Other,ChatGPT,Daily,Entertainment
3081,Assam,35-44,Other,Claude,Monthly,Creative Projects
3082,Assam,25-34,Other,Claude,Monthly,Work
3083,West Bengal,55+,Other,Claude,Rarely,Creative Projects
3084,Rajasthan,18-24,Female,Other,Rarely,Other
3085,Kerala,18-24,Other,Runway,Monthly,Other
3086,Bihar,45-54,Male,Runway,Monthly,Work
3087,Punjab,18-24,Other,Other,Daily,Education
3088,Gujarat,55+,Male,Bard,Daily,Other
3089,Karnataka,25-34,Other,Other,Rarely,Education
3090,Jammu and Kashmir,25-34,Other,ChatGPT,Daily,Creative Projects
3091,Kerala,35-44,Female,Copilot,Weekly,Work
3092,Chhattisgarh,25-34,Other,Other,Daily,Creative Projects
3093,Chhattisgarh,45-54,Other,Bard,Daily,Creative Projects
3094,Chhattisgarh,55+,Female,Bard,Rarely,Entertainment
3095,Uttar Pradesh,35-44,Female,Runway,Daily,Work
3096,Karnataka,45-54,Male,Other,Weekly,Entertainment
3097,Delhi,45-54,Female,DALL·E,Daily,Creative Projects
3098,Tamil Nadu,45-54,Male,ChatGPT,Monthly,Education
3099,Bihar,18-24,Other,Runway,Monthly,Work
3100,Madhya Pradesh,45-54,Male,Copilot,Weekly,Work
3101,Kerala,18-24,Female,ChatGPT,Rarely,Other
3102,Assam,25-34,Other,Bard,Daily,Education
3103,Jharkhand,18-24,Male,Claude,Monthly,Education
3104,Punjab,45-54,Male,ChatGPT,Monthly,Creative Projects
3105,Haryana,55+,Male,Other,Never,Creative Projects
3106,Odisha,55+,Other,ChatGPT,Daily,Creative Projects
3107,Bihar,25-34,Male,Claude,Daily,Other
3108,Andhra Pradesh,45-54,Male,Copilot,Daily,Education
3109,Andhra Pradesh,18-24,Female,Copilot,Daily,Entertainment
3110,Punjab,55+,Male,ChatGPT,Daily,Education
3111,Telangana,35-44,Other,Runway,Weekly,Entertainment
3112,Maharashtra,45-54,Female,Other,Weekly,Work
3113,Gujarat,45-54,Other,Claude,Never,Entertainment
3114,Bihar,35-44,Female,DALL·E,Daily,Work
3115,Assam,55+,Female,ChatGPT,Never,Creative Projects
3116,Bihar,35-44,Male,Claude,Rarely,Education
3117,Delhi,25-34,Other,Bard,Rarely,Creative Projects
3118,Haryana,18-24,Male,DALL·E,Never,Education
3119,Karnataka,18-24,Female,Claude,Rarely,Entertainment
3120,Chhattisgarh,55+,Male,Runway,Rarely,Education
3121,Karnataka,35-44,Female,ChatGPT,Weekly,Entertainment
3122,Rajasthan,45-54,Female,Midjourney,Weekly,Education
3123,Rajasthan,45-54,Other,Copilot,Never,Work
3124,Bihar,45-54,Other,ChatGPT,Weekly,Entertainment
3125,Uttar Pradesh,25-34,Other,Claude,Daily,Creative Projects
3126,West Bengal,25-34,Other,Other,Rarely,Creative Projects
3127,Madhya Pradesh,45-54,Male,DALL·E,Monthly,Creative Projects
3128,Uttar Pradesh,55+,Other,DALL·E,Rarely,Creative Projects
3129,Assam,25-34,Other,Claude,Daily,Work
3130,Madhya Pradesh,25-34,Other,Other,Monthly,Work
3131,Kerala,18-24,Female,Copilot,Daily,Other
3132,Karnataka,18-24,Female,ChatGPT,Never,Other
3133,Karnataka,55+,Other,DALL·E,Daily,Other
3134,Madhya Pradesh,25-34,Female,DALL·E,Rarely,Other
3135,Gujarat,25-34,Female,Midjourney,Daily,Education
3136,Uttar Pradesh,35-44,Male,Bard,Daily,Entertainment
3137,West Bengal,55+,Female,Midjourney,Daily,Creative Projects
3138,Bihar,55+,Male,Bard,Weekly,Education
3139,Maharashtra,35-44,Female,DALL·E,Monthly,Work
3140,Karnataka,35-44,Other,Bard,Daily,Creative Projects
3141,Gujarat,18-24,Female,ChatGPT,Weekly,Entertainment
3142,Maharashtra,55+,Female,DALL·E,Daily,Entertainment
3143,Jharkhand,55+,Male,DALL·E,Rarely,Work
3144,Jharkhand,35-44,Other,Other,Daily,Creative Projects
3145,West Bengal,45-54,Male,Bard,Weekly,Other
3146,Tamil Nadu,45-54,Other,Claude,Monthly,Creative Projects
3147,Odisha,18-24,Other,Bard,Never,Creative Projects
3148,Bihar,45-54,Male,Bard,Rarely,Entertainment
3149,Karnataka,45-54,Female,Copilot,Rarely,Work
3150,Bihar,45-54,Other,Copilot,Daily,Creative Projects
3151,Jharkhand,25-34,Female,ChatGPT,Rarely,Education
3152,Kerala,18-24,Male,ChatGPT,Rarely,Education
3153,Kerala,35-44,Male,Claude,Never,Work
3154,Maharashtra,45-54,Male,Copilot,Weekly,Other
3155,Kerala,25-34,Male,Midjourney,Never,Creative Projects
3156,Delhi,45-54,Other,ChatGPT,Weekly,Creative Projects
3157,Tamil Nadu,25-34,Male,ChatGPT,Monthly,Entertainment
3158,Punjab,18-24,Female,Copilot,Weekly,Creative Projects
3159,Maharashtra,45-54,Female,Copilot,Weekly,Other
3160,Karnataka,25-34,Other,Claude,Weekly,Creative Projects
3161,Chhattisgarh,55+,Male,Other,Weekly,Creative Projects
3162,Maharashtra,55+,Other,Copilot,Rarely,Entertainment
3163,Andhra Pradesh,25-34,Other,Other,Monthly,Education
3164,Punjab,45-54,Other,Runway,Monthly,Education
3165,Tamil Nadu,45-54,Male,Bard,Daily,Other
3166,Maharashtra,18-24,Female,DALL·E,Never,Work
3167,Maharashtra,18-24,Female,Midjourney,Monthly,Work
3168,Kerala,35-44,Other,DALL·E,Daily,Entertainment
3169,Assam,18-24,Other,Bard,Rarely,Creative Projects
3170,Maharashtra,45-54,Female,Runway,Daily,Entertainment
3171,Rajasthan,35-44,Female,Runway,Daily,Education
3172,Bihar,18-24,Male,Bard,Weekly,Other
3173,Karnataka,25-34,Other,DALL·E,Monthly,Work
3174,Jharkhand,55+,Male,Bard,Daily,Creative Projects
3175,Rajasthan,18-24,Female,ChatGPT,Weekly,Work
3176,Rajasthan,18-24,Female,Runway,Never,Education
3177,Uttar Pradesh,25-34,Female,DALL·E,Daily,Creative Projects
3178,Chhattisgarh,45-54,Female,Other,Daily,Education
3179,Gujarat,25-34,Male,Bard,Never,Work
3180,Kerala,18-24,Female,Other,Weekly,Work
3181,Delhi,45-54,Other,ChatGPT,Monthly,Education
3182,Delhi,35-44,Female,Copilot,Daily,Creative Projects
3183,Chhattisgarh,18-24,Other,Runway,Monthly,Education
3184,Andhra Pradesh,25-34,Female,Midjourney,Weekly,Creative Projects
3185,Andhra Pradesh,35-44,Male,Midjourney,Never,Entertainment
3186,West Bengal,55+,Other,Bard,Weekly,Entertainment
3187,Karnataka,35-44,Male,Midjourney,Monthly,Creative Projects
3188,Jammu and Kashmir,25-34,Female,ChatGPT,Never,Education
3189,Jammu and Kashmir,35-44,Male,Copilot,Never,Creative Projects
3190,Haryana,25-34,Female,Bard,Daily,Work
3191,Jharkhand,18-24,Male,Claude,Rarely,Education
3192,Haryana,45-54,Male,DALL·E,Weekly,Creative Projects
3193,Jharkhand,55+,Other,Runway,Monthly,Work
3194,Jammu and Kashmir,45-54,Female,Other,Weekly,Other
3195,Assam,45-54,Male,Midjourney,Weekly,Work
3196,West Bengal,45-54,Female,Midjourney,Daily,Creative Projects
3197,Kerala,25-34,Other,Bard,Monthly,Education
3198,Karnataka,25-34,Male,DALL·E,Weekly,Education
3199,Haryana,55+,Female,DALL·E,Daily,Entertainment
3200,Telangana,25-34,Male,Midjourney,Weekly,Creative Projects
3201,Jharkhand,25-34,Male,Midjourney,Never,Work
3202,Maharashtra,25-34,Male,Other,Monthly,Work
3203,Haryana,25-34,Male,Claude,Weekly,Creative Projects
3204,Maharashtra,18-24,Other,DALL·E,Never,Work
3205,Odisha,55+,Other,ChatGPT,Monthly,Other
3206,Gujarat,25-34,Female,Runway,Daily,Entertainment
3207,Telangana,55+,Female,Bard,Weekly,Education
3208,Chhattisgarh,35-44,Male,Bard,Daily,Work
3209,Assam,18-24,Male,Claude,Rarely,Other
3210,Chhattisgarh,25-34,Male,Runway,Never,Creative Projects
3211,Haryana,18-24,Other,Claude,Weekly,Work
3212,Tamil Nadu,18-24,Male,ChatGPT,Weekly,Creative Projects
3213,Chhattisgarh,35-44,Female,Copilot,Weekly,Other
3214,Haryana,55+,Male,Bard,Daily,Other
3215,Karnataka,18-24,Other,DALL·E,Rarely,Education
3216,Gujarat,45-54,Male,Runway,Monthly,Creative Projects
3217,Tamil Nadu,35-44,Other,Midjourney,Daily,Entertainment
3218,Madhya Pradesh,45-54,Other,Runway,Rarely,Education
3219,Telangana,35-44,Other,ChatGPT,Daily,Creative Projects
3220,Odisha,45-54,Other,Other,Never,Creative Projects
3221,Uttar Pradesh,45-54,Female,Bard,Weekly,Other
3222,Odisha,18-24,Other,DALL·E,Monthly,Other
3223,Delhi,18-24,Female,ChatGPT,Daily,Creative Projects
3224,Gujarat,35-44,Female,Other,Weekly,Other
3225,Maharashtra,55+,Male,Copilot,Rarely,Creative Projects
3226,Telangana,18-24,Male,DALL·E,Weekly,Creative Projects
3227,West Bengal,18-24,Other,Bard,Never,Education
3228,West Bengal,25-34,Male,Runway,Monthly,Education
3229,Haryana,18-24,Other,Midjourney,Never,Entertainment
3230,Assam,55+,Male,DALL·E,Never,Education
3231,Delhi,25-34,Other,Other,Weekly,Work
3232,Kerala,45-54,Male,Other,Monthly,Work
3233,Delhi,45-54,Male,Bard,Rarely,Other
3234,Chhattisgarh,25-34,Female,Other,Daily,Work
3235,Tamil Nadu,25-34,Male,ChatGPT,Rarely,Education
3236,Punjab,25-34,Male,Copilot,Monthly,Entertainment
3237,Telangana,35-44,Other,Other,Monthly,Creative Projects
3238,Delhi,55+,Female,DALL·E,Daily,Entertainment
3239,Madhya Pradesh,55+,Other,ChatGPT,Rarely,Education
3240,Chhattisgarh,45-54,Male,ChatGPT,Weekly,Education
3241,Uttar Pradesh,45-54,Other,Claude,Rarely,Education
3242,Andhra Pradesh,45-54,Female,ChatGPT,Weekly,Other
3243,Assam,18-24,Other,Runway,Daily,Work
3244,Odisha,45-54,Male,DALL·E,Never,Education
3245,Kerala,25-34,Other,Copilot,Rarely,Creative Projects
3246,Madhya Pradesh,45-54,Male,Midjourney,Never,Work
3247,Uttar Pradesh,25-34,Female,Claude,Weekly,Work
3248,Telangana,35-44,Female,ChatGPT,Monthly,Other
3249,Odisha,18-24,Other,DALL·E,Monthly,Entertainment
3250,Chhattisgarh,18-24,Female,Runway,Monthly,Work
3251,West Bengal,55+,Other,Runway,Daily,Work
3252,Assam,35-44,Male,Runway,Daily,Education
3253,Gujarat,25-34,Other,Bard,Never,Creative Projects
3254,Jammu and Kashmir,35-44,Male,Claude,Weekly,Education
3255,Delhi,18-24,Female,Copilot,Never,Creative Projects
3256,Delhi,25-34,Male,Bard,Daily,Work
3257,Telangana,35-44,Male,Other,Never,Creative Projects
3258,Madhya Pradesh,18-24,Male,Copilot,Monthly,Education
3259,Andhra Pradesh,25-34,Male,Bard,Rarely,Education
3260,Chhattisgarh,25-34,Male,Midjourney,Weekly,Entertainment
